Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Number of Investors,Valuation (Million),Funding (Million),Year Joined,Years to unicorn
Orcam Technologies,$1B,20-02-2018,Artificial Intelligence,Jerusalem,Israel,Asia,2010,$86M,"Intel Capital, Aviv Venture Capital",2,1000,86,2018,8
Amagi,$1B,16-03-2022,Internet Software,Bengaluru,India,Asia,2008,$240M,"Mayfield, Accel, Norwest Venture Partners",3,1000,240,2022,14
Assent,$1B,06-01-2022,"Supply Chain, Logistics,",Ottawa,Canada,North America,2010,$534M,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures",3,1000,534,2022,12
Axelar,$1B,15-02-2022,Internet Software,Waterloo,Canada,North America,2020,$64M,"Lemniscap VC, North Island Ventures, Polychain Capital",3,1000,64,2022,2
Benevolentai,$1B,02-06-2015,Artificial Intelligence,London,United Kingdom,Europe,2013,$292M,Woodford Investment Management,1,1000,292,2015,2
Betterfly,$1B,01-02-2022,Artificial Intelligence,Santiago,Chile,South America,2018,$205M,"QED Investors, DST Global, Endeavor",3,1000,205,2022,4
Bitfury,$1B,06-11-2018,Hardware,Amsterdam,Netherlands,Europe,2011,$170M,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",3,1000,170,2018,7
Darwinbox,$1B,25-01-2022,Internet Software,Hyderabad,India,Asia,2015,$107M,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",3,1000,107,2022,7
Dune Analytics,$1B,02-02-2022,Data Management & Analytics,Oslo,Norway,Europe,2018,$79M,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",3,1000,79,2022,4
Ebanx,$1B,16-10-2019,Fintech,Curitiba,Brazil,South America,2012,$460M,"FTV Capital, Endeavor",2,1000,460,2019,7
Emerging Markets Property Group,$1B,28-04-2020,Other,Dubai,United Arab Emirates,Asia,2015,$279M,"OLX Group, KCK Group, EXOR Seeds",3,1000,279,2020,5
Fractal Analytics,$1B,05-01-2022,Data Management & Analytics,Mumbai,India,Asia,2000,$685M,"TPG Capital, Apax Partners, TA Associates",3,1000,685,2022,22
Hasura,$1B,22-02-2022,Internet Software,Bengaluru,India,Asia,2017,$137M,"Nexus Venture Partners, Vertex Ventures, STRIVE",3,1000,137,2022,5
Hmd Global,$1B,21-05-2018,Mobile & Telecommunications,Espoo,Finland,Europe,2016,$330M,Ginko Ventures,1,1000,330,2018,2
Hotmart,$1B,17-03-2020,E-Commerce,Amsterdam,Netherlands,Europe,2011,$127M,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",3,1000,127,2020,9
Ifood,$1B,13-11-2018,"Supply Chain, Logistics,",Osasco,Brazil,South America,2011,$592M,"Movile, Just Eat, Naspers",3,1000,592,2018,7
Infobip,$1B,30-07-2020,Mobile & Telecommunications,Vodnjan,Croatia,Europe,2006,$200M,One Equity Partners,1,1000,200,2020,14
Meero,$1B,18-06-2019,Artificial Intelligence,Paris,France,Europe,2016,$293M,"Aglae Ventures, Global Founders Capital, Alven Capital",3,1000,293,2019,3
Movile,$1B,12-07-2018,Mobile & Telecommunications,Sao Paulo,Brazil,South America,1998,$588M,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",3,1000,588,2018,20
Numbrs,$1B,22-08-2019,Fintech,Zurich,Switzerland,Europe,1999,$105M,"Investment Corporation of Dubai, Centralway",2,1000,105,2019,20
Omio,$1B,23-10-2018,Travel,Berlin,Germany,Europe,2013,$396M,"Lakestar, Battery Ventures, New Enterprise Associates",3,1000,396,2018,5
Payhawk,$1B,14-02-2022,Fintech,London,United Kingdom,Europe,2018,$239M,"Earlybird Venture Capital, Eleven Ventures, QED Investors",3,1000,239,2022,4
Pentera,$1B,11-01-2022,Cybersecurity,Petah Tikva,Israel,Asia,2015,$190M,"AWZ Ventures, Blackstone, Insight Partners",3,1000,190,2022,7
Playco,$1B,21-09-2020,Other,Tokyo,Japan,Asia,2020,$140M,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",3,1000,140,2020,0
Revolution Precrafted,$1B,23-10-2017,Other,Manila,Philippines,Asia,2015,$15M,"K2 Global, 500 Startups",2,1000,15,2017,2
Scalapay,$1B,23-02-2022,Fintech,Milan,Italy,Europe,2019,$416M,"Fasanara Capital, Tiger Global Management, Baleen Capital",3,1000,416,2022,3
Scandit,$1B,09-02-2022,"Supply Chain, Logistics,",Zurich,Switzerland,Europe,2009,$273M,"Atomico, NGP Capital, Google Ventures",3,1000,273,2022,13
Welab,$1B,08-11-2017,Fintech,Unknown,Hong Kong,Asia,2013,$871M,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund",3,1000,871,2017,4
Einride,$1B,31-12-2021,Auto & Transportation,Stockholm,Sweden,Europe,2016,$151M,"Temasek, BUILD Capital Partners, Northzone Ventures",3,1000,151,2021,5
Mobikwik,$1B,13-10-2021,Fintech,Gurugram,India,Asia,2009,$249M,"Sequoia Capital India, The Times Group, GMO VenturePartners",3,1000,249,2021,12
Earnix,$1B,21-02-2021,Fintech,Giv'Atayim,Israel,Asia,2001,$98M,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners",3,1000,98,2021,20
Curefit,$1B,10-11-2021,Health,Bengaluru,India,Asia,2016,$665M,"Chiratae Ventures, Accel, Kalaari Capital",3,1000,665,2021,5
Epidemic Sound,$1B,11-03-2021,Internet Software,Stockholm,Sweden,Europe,2009,$509M,"EQT Partners, Blackstone",2,1000,509,2021,12
Figment,$1B,20-12-2021,Internet Software,Toronto,Canada,North America,2018,$165M,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",3,1000,165,2021,3
Five Star Business Finance,$1B,26-03-2021,Other,Chennai,India,Asia,1984,$456M,"Sequoia Capital India, Tiger Global Management, Tencent",3,1000,456,2021,37
Pristyn Care,$1B,07-12-2021,Health,Gurugram,India,Asia,2018,$177M,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",3,1000,177,2021,3
Rebel Foods,$1B,07-10-2021,E-Commerce,Pune,India,Asia,2011,$521M,"Sequoia Capital India, Lightbox Ventures, Coatue Management",3,1000,521,2021,10
Scalable Capital,$1B,08-06-2021,Fintech,Munich,Germany,Europe,2014,$314M,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",3,1000,314,2021,7
Motorway,$1B,29-11-2021,E-Commerce,London,United Kingdom,Europe,2017,$276M,"Marchmont Ventures, BMW i Ventures, Index Ventures",3,1000,276,2021,4
Konfio,$1B,29-09-2021,Fintech,Mexico City,Mexico,North America,2013,$378M,"Kaszek Ventures, QED Investors, International Finance Corporation",3,1000,378,2021,8
Marshmallow,$1B,08-09-2021,Fintech,London,United Kingdom,Europe,2017,$116M,"Passion Capital, Hedosophia, Outrun Ventures",3,1000,116,2021,4
Nexii,$1B,08-09-2021,Other,Vancouver,Canada,North America,2020,$45M,"Trane Technologies, Honeywell",2,1000,45,2021,1
Spiber,$1B,08-09-2021,Other,Tsuruoka,Japan,Asia,2007,$520M,"Cool Japan Fund, JAFCO, The Carlyle Group",3,1000,520,2021,14
Ada Support,$1B,07-05-2021,Artificial Intelligence,Toronto,Canada,North America,2016,$191M,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",3,1000,191,2021,5
Cardekho,$1B,13-10-2021,E-Commerce,Jaipur,India,Asia,2008,$448M,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",3,1000,448,2021,13
Merama,$1B,09-12-2021,E-Commerce,Mexico City,Mexico,North America,2020,$345M,"SoftBank Latin America Fund, Advent International, Balderton Capital",3,1000,345,2021,1
Myglamm,$1B,10-11-2021,E-Commerce,Mumbai,India,Asia,2015,$310M,"L'Occitane, Trifecta Capital, Bessemer Venture Partners",3,1000,310,2021,6
Oda,$1B,02-06-2021,E-Commerce,Oslo,Norway,Europe,2013,$337M,"Kinnevik, Softbank Group, Prosus Ventures",3,1000,337,2021,8
Rohlik,$1B,01-07-2021,"Supply Chain, Logistics,",Prague,Czech Republic,Europe,2019,$380M,"Partech Partners, Index Ventures, Quadrille Capital",3,1000,380,2021,2
Upgrad,$1B,09-08-2021,Edtech,Mumbai,India,Asia,2015,$194M,"Qualcomm Ventures, Accel, Canaan Partners",3,1000,194,2021,6
Acko General Insurance,$1B,28-10-2021,Fintech,Bengaluru,India,Asia,2016,$458M,"Intact Ventures, Munich Re Ventures, General Atlantic",3,1000,458,2021,5
Apna,$1B,15-09-2021,Internet Software,Bengaluru,India,Asia,2019,$193M,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners",3,1000,193,2021,2
Carousell,$1B,15-09-2021,E-Commerce,Unknown,Singapore,Asia,2012,$288M,"500 Global, Rakuten Ventures, Golden Gate Ventures",3,1000,288,2021,9
Coindcx,$1B,10-08-2021,Fintech,Maharashtra,India,Asia,2017,$109M,"Polychain Capital, Coinbase Ventures, Jump Capital",3,1000,109,2021,4
Enpal,$1B,18-10-2021,Internet Software,Berlin,Germany,Europe,2017,$304M,"HV Capital, Softbank Group, BlackRock",3,1000,304,2021,4
Globalbees,$1B,28-12-2021,E-Commerce,New Delhi,India,Asia,2021,$185M,"Chiratae Ventures, SoftBank Group, Trifecta Capital",3,1000,185,2021,0
Nexthink,$1B,08-02-2021,Data Management & Analytics,Prilly,Switzerland,Europe,2004,$346M,"Auriga, Galeo Ventures, Highland Europe",3,1000,346,2021,17
Sennder,$1B,14-01-2021,"Supply Chain, Logistics,",Berlin,Germany,Europe,2015,$340M,"Accelm Scania Growth Capital, Lakestar",2,1000,340,2021,6
The Bank Of London,$1B,30-11-2021,Fintech,London,United Kingdom,Europe,2018,$90M,"Mangrove Capital Partners,14W, ForgeLight",3,1000,90,2021,3
Zego,$1B,09-03-2021,Fintech,London,United Kingdom,Europe,2016,$202M,"LocalGlobe, Balderton Capital, Target Global",3,1000,202,2021,5
Mamaearth,$1B,28-12-2021,E-Commerce,Gurgaon,India,Asia,2016,$111M,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners",3,1000,111,2021,5
Matrixport,$1B,01-06-2021,Fintech,Unknown,Singapore,Asia,2019,$100M,"Dragonfly Captial, Qiming Venture Partners, DST Global",3,1000,100,2021,2
Agile Robots,$1B,09-09-2021,Hardware,Munich,Germany,Europe,2018,$240M,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",3,1000,240,2021,3
Ajaib,$1B,04-10-2021,Fintech,Jakarta,Indonesia,Asia,2018,$245M,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",3,1000,245,2021,3
Aqua Security,$1B,10-03-2021,Cybersecurity,Ramat Gan,Israel,Asia,2015,$265M,"TLV Partners, Lightspeed Venture Partners, M12",3,1000,265,2021,6
Berlin Brands Group,$1B,01-09-2021,E-Commerce,Berlin,Germany,Europe,2005,$800M,"Ardian, Bain Capital",2,1000,800,2021,16
Blackbuck,$1B,22-07-2021,"Supply Chain, Logistics,",Bengaluru,India,Asia,2015,$352M,"Accel, Sands Capital, International Finance Corporation",3,1000,352,2021,6
Bolttech,$1B,01-07-2021,Fintech,Unknown,Singapore,Asia,2018,$210M,"Mundi Ventures, Doqling Capital Partners, Activant Capital",3,1000,210,2021,3
Bringg,$1B,16-06-2021,"Supply Chain, Logistics,",Tel Aviv,Israel,Asia,2013,$185M,"Salesforce Ventures, next47, Pereg Ventures",3,1000,185,2021,8
Cargox,$1B,21-10-2021,"Supply Chain, Logistics,",Sao Paulo,Brazil,South America,2015,$390M,"Valor Capital Group, Lightrock, Softbank Group",3,1000,390,2021,6
Carro,$1B,14-06-2021,E-Commerce,Unknown,Singapore,Asia,2015,$595M,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",3,1000,595,2021,6
Cider,$1B,02-09-2021,E-Commerce,Unknown,Hong Kong,Asia,2020,$140M,"Andreessen Horowitz, DST Global, IDG Capital",3,1000,140,2021,1
Clara,$1B,06-12-2021,Fintech,Mexico City,Mexico,North America,2020,$109M,"DST Global, General Catalyst, Monashees+",3,1000,109,2021,1
Dental Monitoring,$1B,21-10-2021,Health,Paris,France,Europe,2014,$232M,"Vitruvian Partners, Merieux Equity Partners, Straumann",3,1000,232,2021,7
Drivenets,$1B,27-01-2021,Internet Software,Ra'Anana,Israel,Asia,2015,$325M,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",3,1000,325,2021,6
Flash Express,$1B,01-02-2021,"Supply Chain, Logistics,",Bangkok,Thailand,Asia,2017,$350M,"SCB 10X, Krungsri Finnovate, eWTP Capital",3,1000,350,2021,4
Freshbooks,$1B,10-08-2021,Fintech,Toronto,Canada,North America,2004,$156M,"Accomplice, Oak Investment Partners, Georgian Partners",3,1000,156,2021,17
Gelato,$1B,16-08-2021,E-Commerce,Oslo,Norway,Europe,2007,$269M,"Greylock Partners, Google Ventures, BlackRock",3,1000,269,2021,14
Go1,$1B,19-07-2021,Internet Software,Brisbane,Australia,Oceania,2015,$284M,"Y Combinator, M12, SEEK",3,1000,284,2021,6
Hailo,$1B,12-10-2021,Artificial Intelligence,Tel Aviv,Israel,Asia,2017,$221M,"Glory Ventures, Maniv Mobility",2,1000,221,2021,4
Infarm,$1B,16-12-2021,Other,Berlin,Germany,Europe,2013,$600M,"Atomico, Hanaco Venture Capital, TriplePoint Capital",3,1000,600,2021,8
Joytunes,$1B,21-06-2021,Edtech,Tel Aviv,Israel,Asia,2011,$92M,"Genesis Partners, Aleph, Insight Partners",3,1000,92,2021,10
Kitopi,$1B,01-07-2021,"Supply Chain, Logistics,",Dubai,United Arab Emirates,Asia,2018,$504M,"CE-Ventures, BECO Capital, Nordstar",3,1000,504,2021,3
Kopi Kenangan,$1B,27-12-2021,Consumer & Retail,Jakarta,Indonesia,Asia,2017,$333M,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",3,1000,333,2021,4
Letsgetchecked,$1B,07-06-2021,Health,Dublin,Ireland,Europe,2015,$263M,"Optum Ventures, Qiming Venture Partners, Transformation Capital",3,1000,263,2021,6
Licious,$1B,05-10-2021,E-Commerce,Bengaluru,India,Asia,2015,$489M,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",3,1000,489,2021,6
Lydia,$1B,08-12-2021,Fintech,Paris,France,Europe,2011,$263M,"NewAlpha, XAnge Private Equity, Tencent Holdings",3,1000,263,2021,10
Madeiramadeira,$1B,07-01-2021,E-Commerce,Parana,Brazil,South America,2009,$336M,"Flybridge Capital Partners, SoftBank Group, Monashees+",3,1000,336,2021,12
Mensa Brands,$1B,16-11-2021,Other,Bengaluru,India,Asia,2021,$218M,"Accel, Falcon Edge Capital, Norwest Venture Partners",3,1000,218,2021,0
Nium,$1B,13-07-2021,Fintech,Unknown,Singapore,Asia,2014,$285M,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",3,1000,285,2021,7
Nobroker,$1B,23-11-2021,Internet Software,Bengaluru,India,Asia,2014,$424M,"General Atlantic, Elevation Capital, BEENEXT",3,1000,424,2021,7
One,$1B,08-12-2021,Internet Software,Unknown,Singapore,Asia,2011,$515M,"Temasek, Guggenheim Investments, Qatar Investment Authority",3,1000,515,2021,10
Patsnap,$1B,16-03-2021,Internet Software,Unknown,Singapore,Asia,2007,$352M,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",3,1000,352,2021,14
Pet Circle,$1B,06-12-2021,E-Commerce,Alexandria,Australia,Oceania,2011,$125M,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",3,1000,125,2021,10
Ppro,$1B,19-01-2021,Fintech,London,United Kingdom,Europe,2006,$370M,"Wellington Management, Eurazeo, Citi Ventures",3,1000,370,2021,15
Razor,$1B,08-11-2021,Consumer & Retail,Berlin,Germany,Europe,2020,$167M,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",3,1000,167,2021,1
Saltpay,$1B,09-04-2021,Fintech,London,United Kingdom,Europe,2019,$1B,"Tiger Global Management, Hedosophia",2,1000,1000,2021,2
Shift Technology,$1B,06-05-2021,Artificial Intelligence,Paris,France,Europe,2014,$545M,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",3,1000,545,2021,7
Slice,$1B,28-11-2021,Fintech,Bengaluru,India,Asia,2015,$249M,"Gunosy Capital, Blume Ventures, Das Capital",3,1000,249,2021,6
Swile,$1B,11-10-2021,Fintech,Montpellier,France,Europe,2016,$326M,"Index Ventures, IDInvest Partners, Daphni",3,1000,326,2021,5
Tenstorrent,$1B,05-05-2021,Artificial Intelligence,Toronto,Canada,North America,2016,$235M,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",3,1000,235,2021,5
Thought Machine,$1B,29-11-2021,Fintech,London,United Kingdom,Europe,2014,$403M,"British Patient Capital, SEB Venture Capital, IQ Capital",3,1000,403,2021,7
Tractable,$1B,16-06-2021,Artificial Intelligence,London,United Kingdom,Europe,2014,$120M,"Insight Partners, Ignition Partners, Georgian Partners",3,1000,120,2021,7
Truelayer,$1B,21-09-2021,Fintech,London,United Kingdom,Europe,2016,$271M,"Anthemis, Connect Ventures, Northzone Ventures",3,1000,271,2021,5
Unico,$1B,03-08-2021,Artificial Intelligence,Sao Paulo,Brazil,South America,2007,$237M,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",3,1000,237,2021,14
Vedantu,$1B,29-09-2021,Edtech,Bengaluru,India,Asia,2014,$292M,"Accel, Tiger Global Management, Omidyar Network",3,1000,292,2021,7
Visier,$1B,29-06-2021,Internet Software,Vancouver,Canada,North America,2010,$217M,"Foundation Capital, Summit Partners, Adams Street Partners",3,1000,217,2021,11
Voi,$1B,21-12-2021,Travel,Stockholm,Sweden,Europe,2018,$516M,"Vostok New Ventures, The Raine Group, Balderton Capital",3,1000,516,2021,3
Xendit,$1B,14-09-2021,Fintech,Jakarta,Indonesia,Asia,2014,$215M,"Accel, Y Combinator, Amasia",3,1000,215,2021,7
Zopa,$1B,19-10-2021,Fintech,London,United Kingdom,Europe,2005,$792M,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures",3,1000,792,2021,16
56Pingtai,$1B,25-01-2021,"Supply Chain, Logistics,",Shanghai,China,Asia,2013,$188M,"QF Capital, QC Capital, Unicom Innovation Venture Capital",3,1000,188,2021,8
China Cloud,$1B,11-06-2018,Hardware,Wuxi,China,Asia,2010,$523M,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management",3,1000,523,2018,8
Deepblue Technology,$1B,16-04-2018,Artificial Intelligence,Shanghai,China,Asia,2014,$79M,"DESUN Capital, Yunfeng Capital, Meridian Capital",3,1000,79,2018,4
Dmed Biopharmaceutical,$1B,12-07-2021,Health,Shanghai,China,Asia,2016,$214M,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China",3,1000,214,2021,5
Hosjoy,$1B,18-10-2018,E-Commerce,Nanjing,China,Asia,2009,$139M,"U.S.-China Green Fund, Founder H Fund, Richland Equities",3,1000,139,2018,9
Huisuanzhang,$1B,24-05-2021,Fintech,Beijing,China,Asia,2015,$227M,"IDG Capital, Gaocheng Capital, Chuanrong Capital",3,1000,227,2021,6
Hujiang,$1B,29-10-2015,Edtech,Shanghai,China,Asia,2001,$223M,"China Minsheng Investment, Baidu, Wanxin Media",3,1000,223,2015,14
Hyperchain,$1B,11-04-2021,Fintech,Hangzhou,China,Asia,2016,$249M,"Yinhong Equity Investment Fund, E Fund, Ideal International",3,1000,249,2021,5
Itutorgroup,$1B,18-11-2015,Edtech,Shanghai,China,Asia,1998,$315M,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital",3,1000,315,2015,17
Jimubox,$1B,21-04-2015,Fintech,Beijing,China,Asia,2013,$131M,"Matrix Partners China, Ventech China, Shunwei Capital Partners",3,1000,131,2015,2
Juma Peisong,$1B,26-11-2018,"Supply Chain, Logistics,",Chengdu,China,Asia,2011,$281M,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital",3,1000,281,2018,7
Keenon Robotics,$1B,15-09-2021,"Supply Chain, Logistics,",Shanghai,China,Asia,2010,$229M,"Yunqi Partners, SoftBank Group, iVision Ventures",3,1000,229,2021,11
Kuaigou Dache,$1B,13-07-2018,"Supply Chain, Logistics,",Tianjin,China,Asia,2014,$650M,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds",3,1000,650,2018,4
Linksure Network,$1B,01-01-2015,Mobile & Telecommunications,Shanghai,China,Asia,2013,$52M,N/A,1,1000,52,2015,2
Pipa Coding,$1B,25-03-2021,Edtech,Beijing,China,Asia,2017,$268M,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management",3,1000,268,2021,4
Qingting Fm,$1B,02-06-2021,Internet Software,Shanghai,China,Asia,2011,$164M,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group",3,1000,164,2021,10
Shukun Technology,$1B,16-08-2021,Artificial Intelligence,Beijing,China,Asia,2017,$211M,"Marathon Venture Partners, Huagai Capital, China Creation Ventures",3,1000,211,2021,4
Shulan Health,$1B,01-03-2021,Health,Hangzhou,China,Asia,2015,$43M,Qiming Venture Partners,1,1000,43,2021,6
Sitech Dev,$1B,16-05-2019,Other,Guiyang,China,Asia,2017,Unknown,China Prosperity Capital,1,1000,,2019,2
Talkingdata,$1B,06-01-2021,Mobile & Telecommunications,Beijing,China,Asia,2013,$310M,"N5 Capital, CR Capital Mgmt, JD Digits",3,1000,310,2021,8
Tungee,$1B,15-12-2021,Artificial Intelligence,Guangzhou,China,Asia,2016,$171M,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",3,1000,171,2021,5
Uisee Technology,$1B,25-01-2021,"Supply Chain, Logistics,",Beijing,China,Asia,2016,$154M,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures",3,1000,154,2021,5
Valgen Medtech,$1B,06-05-2021,Health,Hangzhou,China,Asia,2015,$188M,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners",3,1000,188,2021,6
Wacai,$1B,18-07-2018,Mobile & Telecommunications,Hangzhou,China,Asia,2009,$369M,"Qiming Venture Partners, China Broadband Capital, CDH Investments",3,1000,369,2018,9
Webull,$1B,18-02-2021,Fintech,Changsha,China,Asia,2016,$230M,"Bojiang Capital, Hongdao Capital, Mobai Capital",3,1000,230,2021,5
Wtoip,$1B,08-04-2018,Internet Software,Guangzhou,China,Asia,2013,$307M,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital",3,1000,307,2018,5
Xiaobing,$1B,12-07-2021,Fintech,Beijing,China,Asia,2020,Unknown,"NetEase Capital, Northern Light Venture Capital, Microsoft",3,1000,,2021,1
Xiaoe Tech,$1B,15-06-2021,Internet Software,Shenzhen,China,Asia,2015,$149M,"GGV Capital, Hillhouse Capital Management, IDG Capital",3,1000,149,2021,6
Yiguo,$1B,09-11-2016,"Supply Chain, Logistics,",Shanghai,China,Asia,2005,$800M,"Alibaba Group, KKR, Goldman Sachs",3,1000,800,2016,11
Yimidida,$1B,14-01-2019,"Supply Chain, Logistics,",Shanghai,China,Asia,2015,$554M,"Source Code Capital, Global Logistic Properties, K2VC",3,1000,554,2019,4
Yipin Shengxian,$1B,11-03-2019,E-Commerce,Hefei,China,Asia,2017,$658M,"Eastern Bell Capital, Capital Today, Longzhu Capital",3,1000,658,2019,2
Hello Transtech,$1B,01-06-2018,Auto & Transportation,Shanghai,China,Asia,2016,$2B,"Ant Financial Services Group, GGV Capital",2,1000,2000,2018,2
Miaoshou Doctor,$1B,27-06-2019,E-Commerce,Beijing,China,Asia,2015,$947M,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",3,1000,947,2019,4
Ecarx,$1B,26-10-2020,Auto & Transportation,Wuhan,China,Asia,2016,$394M,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund",3,1000,394,2020,4
Beisen,$1B,11-05-2021,Internet Software,Beijing,China,Asia,2002,$388M,"Matrix Partners China, Sequoia Capital China, Genesis Capital",3,1000,388,2021,19
Kujiale,$1B,25-10-2019,Internet Software,Hangzhou,China,Asia,2011,$235M,"GGV Capital, IDG Capital, Linear Venture",3,1000,235,2019,8
Apus Group,$1B,16-01-2015,Mobile & Telecommunications,Beijing,China,Asia,2014,$116M,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital",3,1000,116,2015,1
Dt Dream,$1B,08-06-2017,Data Management & Analytics,Hangzhou,China,Asia,2015,$267M,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital",3,1000,267,2017,2
Jolly Information Technology,$1B,29-05-2018,E-Commerce,Hangzhou,China,Asia,2008,$96M,"Legend Capital, CDH Investments, Sequoia Capital China",3,1000,96,2018,10
Mofang Living,$1B,13-04-2016,E-Commerce,Shanghai,China,Asia,2009,$650M,"Warburg Pincus, Aviation Industry Corporation of China",2,1000,650,2016,7
Xiaozhu,$1B,01-11-2017,Travel,Beijing,China,Asia,2012,$572M,"Morningside Ventures, Capital Today, JOY Capital",3,1000,572,2017,5
Yijiupi,$1B,20-09-2018,Consumer & Retail,Beijing,China,Asia,2014,$511M,"Source Code Capital, Meituan Dianping, Tencent Holdings",3,1000,511,2018,4
Yunquna,$1B,29-06-2021,"Supply Chain, Logistics,",Shanghai,China,Asia,2015,$207M,"Source Code Capital, Coatue Management, DCM Ventures",3,1000,207,2021,6
Bordrin Motors,$1B,03-06-2019,Auto & Transportation,Shanghai,China,Asia,2016,$362M,"China Grand Prosperity Investment, CSC Group",2,1000,362,2019,3
Coocaa,$1B,16-03-2018,Hardware,Shenzhen,China,Asia,2006,$218M,"Baidu, Tencent Holdings",2,1000,218,2018,12
Ouyeel,$1B,27-06-2019,Internet Software,Shanghai,China,Asia,2015,$432M,Taigang Venture Capital,1,1000,432,2019,4
Koudai,$1B,23-10-2014,E-Commerce,Beijing,China,Asia,2010,$368M,"New Enterprise Associates, Tiger Global management, Tencent",3,1000,368,2014,4
Yidian Zixun,$1B,17-10-2017,Mobile & Telecommunications,Beijing,China,Asia,2021,$151M,"Phoenix New Media, Tianjin Haihe Industry Fund",2,1000,151,2017,-4
Yaoshibang,$1B,15-06-2021,Health,Guangzhou,China,Asia,2015,$496M,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",3,1000,496,2021,6
Tongdun Technology,$1B,25-04-2019,Cybersecurity,Hangzhou,China,Asia,2013,$252M,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",3,1000,252,2019,6
Unisound,$1B,19-07-2018,Artificial Intelligence,Beijing,China,Asia,2012,$361M,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",3,1000,361,2018,6
Manner,$1B,24-12-2020,Other,Shanghai,China,Asia,2015,$10M,"Coatue Management, H Capital, Capital Today",3,1000,10,2020,5
Kuaikan Manhua,$1B,01-12-2017,Internet Software,Beijing,China,Asia,2014,$594M,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",3,1000,594,2017,3
Galaxyspace,$1B,17-11-2020,Mobile & Telecommunications,Beijing,China,Asia,2016,$14M,"Shunwei Capital Partners, 5Y Capital, Legend Capital",3,1000,14,2020,4
Smartmore,$1B,24-06-2021,Artificial Intelligence,Shenzhen,China,Asia,2019,$300M,"IDG Capital, ZhenFund, Sequoia Capital China",3,1000,300,2021,2
Mininglamp Technology,$1B,27-03-2019,Artificial Intelligence,Beijing,China,Asia,2014,$787M,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China",3,1000,787,2019,5
Luoji Siwei,$1B,20-07-2017,Edtech,Beijing,China,Asia,2012,$144M,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",3,1000,144,2017,5
Tuhu,$1B,15-09-2018,Auto & Transportation,Shanghai,China,Asia,2011,$875M,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon",3,1000,875,2018,7
Teld,$1B,16-12-2019,Fintech,Qingdao,China,Asia,2014,$396M,"China Reform Fund, Gaopeng Capital, Jinhui Xingye",3,1000,396,2019,5
